"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.133770833E0,2.919562500E0,3.587666667E0,4.166291667E0,4.675437500E0,5.130187500E0
