"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
4.499375000E-1,1.567270833E0,2.584645833E0,3.672833333E0,4.722125000E0,4.953354167E0
