"Event time (s)","Interval (s)"
6.872708333E-1,1.348708333E0
2.035979167E0,1.354229167E0
3.390208333E0,1.257541667E0
4.647750000E0,1.427583333E0
6.075333333E0,9.702916667E-1
7.045625000E0,1.193125000E0
8.238750000E0,9.002291667E-1
9.138979167E0,1.217812500E0
1.035679167E1,7.384791667E-1
1.109527083E1,1.290250000E0
1.238552083E1,7.393958333E-1
1.312491667E1,1.371375000E0
1.449629167E1,6.707083333E-1
1.516700000E1,1.475916667E0
1.664291667E1,8.351250000E-1
1.747804167E1,0.000000000E0
