"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683539841347990E9,"2023-05-08 11:57:21.348 UTC+02:00"
"PAUSE",2.093712725001390E1,1.683539862284560E9,"2023-05-08 11:57:42.285 UTC+02:00"
