"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
9.801041667E-1,2.794145833E0,4.494729167E0,5.810625000E0,7.279291667E0,8.595041667E0
