"Time (s)","Illuminance (lx)"
3.522939500E-2,4.900000000E2
1.172293950E-1,4.900000000E2
2.572293950E-1,4.900000000E2
3.972293950E-1,4.900000000E2
5.372293950E-1,4.900000000E2
6.772293950E-1,4.900000000E2
8.172293950E-1,4.900000000E2
9.572293950E-1,4.900000000E2
1.097229395E0,4.900000000E2
1.237229395E0,4.900000000E2
1.377229395E0,4.900000000E2
1.517229395E0,4.900000000E2
1.657229395E0,4.900000000E2
1.797229395E0,4.900000000E2
1.937229395E0,4.900000000E2
2.077230395E0,4.900000000E2
2.217229395E0,4.900000000E2
2.237229395E0,4.900000000E2
2.277229395E0,4.900000000E2
2.357229395E0,4.900000000E2
2.477229395E0,4.900000000E2
2.637229395E0,4.900000000E2
2.677229395E0,4.900000000E2
2.777229395E0,4.900000000E2
2.837229395E0,4.900000000E2
2.917229395E0,4.900000000E2
3.057229395E0,4.900000000E2
3.197229395E0,4.900000000E2
3.337229395E0,4.900000000E2
3.477229395E0,4.900000000E2
3.617229395E0,4.900000000E2
3.757229395E0,4.900000000E2
3.837229395E0,4.900000000E2
3.897229395E0,4.900000000E2
4.037229395E0,4.900000000E2
4.077230395E0,4.900000000E2
4.177229395E0,4.900000000E2
4.277229395E0,4.900000000E2
4.317229395E0,4.900000000E2
4.457229395E0,4.900000000E2
4.597229395E0,4.900000000E2
4.737229395E0,4.900000000E2
4.877229395E0,4.900000000E2
5.017229395E0,4.900000000E2
5.157229395E0,4.900000000E2
5.297229395E0,4.900000000E2
5.437229395E0,4.900000000E2
5.577230395E0,4.900000000E2
5.717229395E0,4.900000000E2
5.857229395E0,4.900000000E2
5.877229395E0,4.900000000E2
5.997229395E0,4.900000000E2
6.037229395E0,4.900000000E2
6.137229395E0,4.900000000E2
6.277229395E0,4.900000000E2
6.417229395E0,4.900000000E2
6.557229395E0,4.900000000E2
6.697229395E0,4.900000000E2
6.837229395E0,4.900000000E2
6.977229395E0,4.900000000E2
7.117229395E0,4.900000000E2
7.257229395E0,4.900000000E2
7.397229395E0,4.900000000E2
7.537229395E0,4.900000000E2
7.677229395E0,4.900000000E2
7.817229395E0,4.900000000E2
7.957229395E0,4.900000000E2
8.077230395E0,4.900000000E2
8.237229395E0,4.900000000E2
8.377229395E0,4.900000000E2
8.517229395E0,4.900000000E2
8.657229395E0,4.900000000E2
8.797229395E0,4.900000000E2
8.877229395E0,4.900000000E2
8.937229395E0,4.900000000E2
9.037229395E0,4.900000000E2
9.077014035E0,4.900000000E2
9.217013035E0,4.900000000E2
9.357013035E0,4.900000000E2
9.497013035E0,4.900000000E2
9.637013035E0,4.900000000E2
9.677013035E0,4.900000000E2
9.777013035E0,4.900000000E2
9.917013035E0,4.900000000E2
1.005701304E1,4.900000000E2
1.019701304E1,4.900000000E2
1.033701304E1,4.900000000E2
1.047701304E1,4.900000000E2
1.061701304E1,4.900000000E2
1.075701304E1,4.900000000E2
1.089701304E1,4.900000000E2
1.103701304E1,4.900000000E2
1.117701304E1,4.900000000E2
1.127701304E1,4.900000000E2
1.131701304E1,4.900000000E2
1.145701304E1,4.900000000E2
1.147701304E1,4.900000000E2
1.159701304E1,4.900000000E2
1.173701304E1,4.900000000E2
1.187701304E1,4.900000000E2
1.201701304E1,4.900000000E2
1.215701304E1,4.900000000E2
1.229701304E1,4.900000000E2
1.243701304E1,4.900000000E2
1.247701304E1,4.900000000E2
1.257701404E1,4.900000000E2
1.263701304E1,4.900000000E2
1.271701304E1,4.900000000E2
1.283701304E1,4.900000000E2
1.287701304E1,4.900000000E2
1.299701304E1,4.900000000E2
1.303701304E1,4.920000000E2
1.307701404E1,4.920000000E2
1.313701304E1,4.920000000E2
1.327701304E1,4.920000000E2
1.341701304E1,4.920000000E2
1.347701304E1,4.900000000E2
1.355701304E1,4.900000000E2
1.369701304E1,4.900000000E2
1.383701304E1,4.900000000E2
1.397701304E1,4.900000000E2
1.411701304E1,4.900000000E2
1.425701304E1,4.900000000E2
1.439701304E1,4.900000000E2
1.453701304E1,4.900000000E2
1.467701304E1,4.900000000E2
1.481701304E1,4.900000000E2
1.495701304E1,4.900000000E2
1.509701304E1,4.900000000E2
1.523701304E1,4.900000000E2
1.537701304E1,4.900000000E2
1.551701304E1,4.900000000E2
1.563701304E1,4.900000000E2
1.567701304E1,4.900000000E2
1.579701304E1,4.900000000E2
1.593701304E1,4.900000000E2
1.603701304E1,4.900000000E2
1.607701404E1,4.900000000E2
1.621701304E1,4.900000000E2
1.635701304E1,4.900000000E2
1.649701304E1,4.900000000E2
1.663701304E1,4.900000000E2
1.677701304E1,4.900000000E2
