"Event time (s)","Interval (s)"
2.161666667E0,1.116833333E0
3.278500000E0,1.030645833E0
4.309145833E0,1.074937500E0
5.384083333E0,1.063958333E0
6.448041667E0,1.063729167E0
7.511770833E0,1.043541667E0
8.555312500E0,1.040958333E0
9.596270833E0,1.108562500E0
1.070483333E1,1.011729167E0
1.171656250E1,1.120041667E0
1.283660417E1,1.047208333E0
1.388381250E1,1.048979167E0
1.493279167E1,9.284583333E-1
1.586125000E1,0.000000000E0
