"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.161666667E0,3.278500000E0,4.309145833E0,5.384083333E0,6.448041667E0,7.511770833E0
