"Event time (s)","Interval (s)"
1.222291667E-1,1.552291667E0
1.674520833E0,1.269520833E0
2.944041667E0,9.630208333E-1
3.907062500E0,1.001187500E0
4.908250000E0,1.015562500E0
5.923812500E0,9.986875000E-1
6.922500000E0,1.022270833E0
7.944770833E0,9.630000000E-1
8.907770833E0,1.012937500E0
9.920708333E0,9.572083333E-1
1.087791667E1,1.374166667E-1
1.101533333E1,8.119166667E-1
1.182725000E1,1.082250000E0
1.290950000E1,0.000000000E0
