"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.222291667E-1,1.674520833E0,2.944041667E0,3.907062500E0,4.908250000E0,5.923812500E0
