"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.396979167E0,2.189229167E0,2.857062500E0,3.432583333E0,3.937770833E0,4.390208333E0
