"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
9.369375000E-1,1.728854167E0,1.829666667E0,2.399562500E0,2.978208333E0,3.483208333E0
