"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
4.302500000E-1,1.017708333E0,5.282500000E0,0.000000000E0,0.000000000E0,0.000000000E0
