"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
7.665770833E0,9.048187500E0,1.026427083E1,1.149168750E1,1.254472917E1,1.373114583E1
