"Event time (s)","Interval (s)"
7.665770833E0,1.382416667E0
9.048187500E0,1.216083333E0
1.026427083E1,1.227416667E0
1.149168750E1,1.053041667E0
1.254472917E1,1.186416667E0
1.373114583E1,7.508750000E-1
1.448202083E1,1.158770833E0
1.564079167E1,5.924375000E-1
1.623322917E1,1.265833333E0
1.749906250E1,1.205000000E-1
1.761956250E1,5.924375000E-1
1.821200000E1,1.311291667E0
1.952329167E1,6.914375000E-1
2.021472917E1,0.000000000E0
