"Time (s)","Illuminance (lx)"
2.850085300E-2,2.320000000E2
1.505008530E-1,2.320000000E2
2.905008530E-1,2.320000000E2
4.305008530E-1,2.320000000E2
5.705008530E-1,2.320000000E2
7.105008530E-1,2.320000000E2
7.705008530E-1,2.320000000E2
8.105008530E-1,2.320000000E2
8.505008530E-1,2.320000000E2
9.905008530E-1,2.320000000E2
1.010500853E0,2.320000000E2
1.130500853E0,2.320000000E2
1.170500853E0,2.320000000E2
1.210500853E0,2.320000000E2
1.270500853E0,2.320000000E2
1.370500853E0,2.320000000E2
1.410500853E0,2.320000000E2
1.550500853E0,2.320000000E2
1.610500853E0,2.320000000E2
1.690501853E0,2.320000000E2
1.810500853E0,2.320000000E2
1.970500853E0,2.320000000E2
2.010500853E0,2.320000000E2
2.110500853E0,2.320000000E2
2.170500853E0,2.320000000E2
2.250500853E0,2.320000000E2
2.370500853E0,2.320000000E2
2.410500853E0,2.320000000E2
2.530500853E0,2.320000000E2
2.570500853E0,2.320000000E2
2.670500853E0,2.320000000E2
2.810500853E0,2.320000000E2
2.950500853E0,2.320000000E2
3.090500853E0,2.320000000E2
3.210500853E0,2.320000000E2
3.370500853E0,2.320000000E2
3.510500853E0,2.320000000E2
3.650500853E0,2.320000000E2
3.790500853E0,2.320000000E2
3.930500853E0,2.320000000E2
4.010500853E0,2.320000000E2
4.070500853E0,2.320000000E2
4.170500853E0,2.320000000E2
4.210500853E0,2.320000000E2
4.350500853E0,2.320000000E2
4.371502538E0,2.320000000E2
4.491502538E0,2.320000000E2
4.571502538E0,2.320000000E2
4.631502538E0,2.320000000E2
4.771502538E0,2.320000000E2
4.811502538E0,2.320000000E2
4.911502538E0,2.320000000E2
4.971502538E0,2.320000000E2
5.011502538E0,2.320000000E2
5.051502538E0,2.320000000E2
5.191503538E0,2.320000000E2
5.211502538E0,2.320000000E2
5.331502538E0,2.320000000E2
5.371502538E0,2.320000000E2
5.471502538E0,2.320000000E2
5.611502538E0,2.330000000E2
5.751502538E0,2.330000000E2
5.891502538E0,2.340000000E2
6.010502538E0,2.340000000E2
6.170502538E0,2.340000000E2
6.210502538E0,2.330000000E2
6.310502538E0,2.330000000E2
6.410502538E0,2.320000000E2
6.450502538E0,2.320000000E2
6.590502538E0,2.320000000E2
6.610502538E0,2.320000000E2
6.730502538E0,2.320000000E2
6.770502538E0,2.320000000E2
6.870502538E0,2.320000000E2
7.010502538E0,2.330000000E2
7.150502538E0,2.330000000E2
7.290502538E0,2.340000000E2
7.430502538E0,2.350000000E2
7.570502538E0,2.350000000E2
7.710502538E0,2.350000000E2
7.849502538E0,2.350000000E2
7.989502538E0,2.350000000E2
8.129502538E0,2.350000000E2
8.269503538E0,2.350000000E2
8.409502538E0,2.350000000E2
8.549502538E0,2.350000000E2
8.689502538E0,2.350000000E2
8.829502538E0,2.350000000E2
8.969502538E0,2.350000000E2
9.109502538E0,2.350000000E2
9.249502538E0,2.350000000E2
9.389502538E0,2.350000000E2
9.529502538E0,2.350000000E2
9.669502538E0,2.350000000E2
9.809502538E0,2.350000000E2
9.949502538E0,2.350000000E2
1.008950254E1,2.350000000E2
1.022950254E1,2.350000000E2
1.036950254E1,2.350000000E2
1.050950254E1,2.350000000E2
1.064950254E1,2.350000000E2
1.078950254E1,2.350000000E2
1.092950254E1,2.350000000E2
1.106950254E1,2.350000000E2
1.120950254E1,2.350000000E2
1.134950254E1,2.350000000E2
1.148950254E1,2.350000000E2
1.162950254E1,2.350000000E2
1.176950354E1,2.350000000E2
1.190950254E1,2.350000000E2
1.204950254E1,2.350000000E2
1.218950254E1,2.350000000E2
1.232950254E1,2.350000000E2
1.246950254E1,2.350000000E2
1.260950254E1,2.350000000E2
1.274950254E1,2.350000000E2
1.288950254E1,2.350000000E2
1.302950254E1,2.350000000E2
1.316950254E1,2.350000000E2
1.330950254E1,2.350000000E2
1.344950254E1,2.350000000E2
1.358950254E1,2.350000000E2
1.372950254E1,2.350000000E2
1.386950254E1,2.350000000E2
1.400950254E1,2.350000000E2
1.414950254E1,2.350000000E2
1.416950254E1,2.350000000E2
1.420950254E1,2.350000000E2
1.428950254E1,2.350000000E2
1.442950254E1,2.350000000E2
1.456950254E1,2.350000000E2
1.470899103E1,2.350000000E2
1.484899103E1,2.350000000E2
1.498899103E1,2.350000000E2
1.512899103E1,2.350000000E2
1.526899203E1,2.350000000E2
1.540899103E1,2.350000000E2
1.554899103E1,2.350000000E2
1.568899103E1,2.350000000E2
1.582899103E1,2.350000000E2
1.596899103E1,2.350000000E2
1.610899103E1,2.350000000E2
1.624899103E1,2.350000000E2
1.638899103E1,2.350000000E2
1.652899103E1,2.350000000E2
1.666899103E1,2.350000000E2
1.680899103E1,2.350000000E2
1.694899103E1,2.350000000E2
1.708899103E1,2.350000000E2
1.722899103E1,2.350000000E2
1.736899103E1,2.350000000E2
1.750899103E1,2.350000000E2
1.764899103E1,2.350000000E2
1.778899103E1,2.350000000E2
1.792899103E1,2.350000000E2
1.806899103E1,2.350000000E2
1.820899103E1,2.350000000E2
1.834899103E1,2.350000000E2
1.848899103E1,2.350000000E2
1.862899103E1,2.350000000E2
