"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683539598815910E9,"2023-05-08 11:53:18.816 UTC+02:00"
"PAUSE",1.788547566666970E1,1.683539616700910E9,"2023-05-08 11:53:36.701 UTC+02:00"
