"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
3.498958333E-1,1.698937500E0,3.033104167E0,5.718312500E0,6.708583333E0,7.883000000E0
