"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.542812500E0,2.176041667E0,2.685708333E0,3.099041667E0,3.430208333E0,3.698291667E0
