"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
4.214791667E-1,8.183333333E-1,2.547729167E0,0.000000000E0,0.000000000E0,0.000000000E0
