"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.124520833E0,1.503833333E0,4.072895833E0,6.018645833E0,0.000000000E0,0.000000000E0
