"Time (s)","Illuminance (lx)"
2.993385600E-2,1.690000000E2
1.919338560E-1,1.700000000E2
3.319338560E-1,1.720000000E2
4.519338560E-1,1.700000000E2
4.919338560E-1,1.700000000E2
6.119338560E-1,1.700000000E2
6.519348560E-1,1.690000000E2
6.919338560E-1,1.690000000E2
7.519338560E-1,1.690000000E2
8.919338560E-1,1.690000000E2
1.031933856E0,1.690000000E2
1.171933856E0,1.690000000E2
1.311933856E0,1.700000000E2
1.451933856E0,1.720000000E2
1.591933856E0,1.720000000E2
1.731933856E0,1.720000000E2
1.871933856E0,1.720000000E2
2.011933856E0,1.720000000E2
2.151934856E0,1.720000000E2
2.291933856E0,1.700000000E2
2.431933856E0,1.700000000E2
2.451933856E0,1.700000000E2
2.571933856E0,1.700000000E2
2.711933856E0,1.700000000E2
2.851933856E0,1.700000000E2
2.991933856E0,1.700000000E2
3.131933856E0,1.720000000E2
3.271933856E0,1.720000000E2
3.291933856E0,1.720000000E2
3.411933856E0,1.720000000E2
3.451933856E0,1.720000000E2
3.551933856E0,1.720000000E2
3.691933856E0,1.720000000E2
3.831933856E0,1.720000000E2
3.851933856E0,1.700000000E2
3.891933856E0,1.700000000E2
3.971933856E0,1.700000000E2
4.111933856E0,1.700000000E2
4.251933856E0,1.700000000E2
4.391933856E0,1.700000000E2
4.451933856E0,1.690000000E2
4.531933856E0,1.680000000E2
4.671933856E0,1.680000000E2
4.691933856E0,1.680000000E2
4.811933856E0,1.680000000E2
4.851933856E0,1.670000000E2
4.891933856E0,1.670000000E2
4.951933856E0,1.670000000E2
5.091933856E0,1.670000000E2
5.231933856E0,1.670000000E2
5.371933856E0,1.690000000E2
5.511933856E0,1.700000000E2
5.651934856E0,1.720000000E2
5.791933856E0,1.720000000E2
5.930933856E0,1.720000000E2
6.070933856E0,1.720000000E2
6.210933856E0,1.720000000E2
6.350933856E0,1.720000000E2
6.490933856E0,1.720000000E2
6.630933856E0,1.720000000E2
6.770933856E0,1.720000000E2
6.910933856E0,1.720000000E2
7.050933856E0,1.700000000E2
7.090933856E0,1.700000000E2
7.190933856E0,1.700000000E2
7.330933856E0,1.700000000E2
7.470933856E0,1.700000000E2
7.610933856E0,1.700000000E2
7.750933856E0,1.700000000E2
7.890915727E0,1.720000000E2
8.030915727E0,1.720000000E2
8.050915727E0,1.720000000E2
8.170915727E0,1.720000000E2
8.290915727E0,1.720000000E2
8.450915727E0,1.720000000E2
8.590915727E0,1.720000000E2
8.730915727E0,1.720000000E2
8.870915727E0,1.720000000E2
9.010916727E0,1.720000000E2
9.050915727E0,1.700000000E2
9.090915727E0,1.700000000E2
9.150915727E0,1.700000000E2
9.290915727E0,1.700000000E2
9.430915727E0,1.700000000E2
9.570915727E0,1.700000000E2
9.710915727E0,1.700000000E2
9.850915727E0,1.720000000E2
9.990915727E0,1.720000000E2
1.013091573E1,1.720000000E2
1.027091573E1,1.720000000E2
1.041091573E1,1.720000000E2
1.049091573E1,1.720000000E2
1.055091573E1,1.720000000E2
1.065091573E1,1.720000000E2
1.069091573E1,1.720000000E2
1.083091573E1,1.720000000E2
1.097091573E1,1.720000000E2
1.111091573E1,1.720000000E2
1.125091573E1,1.720000000E2
1.139091573E1,1.720000000E2
1.153091573E1,1.720000000E2
1.167091573E1,1.720000000E2
1.181091573E1,1.720000000E2
1.195091573E1,1.720000000E2
1.209091573E1,1.720000000E2
1.223091573E1,1.720000000E2
1.237091573E1,1.720000000E2
1.251091673E1,1.720000000E2
1.265091573E1,1.720000000E2
1.279091573E1,1.720000000E2
1.293091573E1,1.720000000E2
1.307091573E1,1.720000000E2
1.321091573E1,1.720000000E2
1.335091573E1,1.720000000E2
1.349091573E1,1.720000000E2
1.363091573E1,1.720000000E2
1.365091573E1,1.720000000E2
1.369091573E1,1.720000000E2
1.377091573E1,1.720000000E2
1.391091573E1,1.720000000E2
1.405091573E1,1.720000000E2
1.409091573E1,1.700000000E2
1.419091573E1,1.700000000E2
1.425091573E1,1.700000000E2
1.429091573E1,1.700000000E2
1.433091573E1,1.700000000E2
1.447091573E1,1.700000000E2
1.461091573E1,1.700000000E2
1.475091573E1,1.700000000E2
1.489091573E1,1.720000000E2
1.503091573E1,1.720000000E2
1.517091573E1,1.720000000E2
1.531091573E1,1.720000000E2
1.545091573E1,1.720000000E2
1.559091573E1,1.720000000E2
1.573091573E1,1.720000000E2
1.587091573E1,1.720000000E2
1.601091673E1,1.720000000E2
1.615091573E1,1.720000000E2
1.629091573E1,1.720000000E2
1.643091573E1,1.720000000E2
1.657091573E1,1.720000000E2
1.671091573E1,1.720000000E2
1.685091573E1,1.720000000E2
1.699091573E1,1.720000000E2
1.713091573E1,1.720000000E2
1.727091573E1,1.720000000E2
1.741091573E1,1.720000000E2
1.755091573E1,1.720000000E2
1.769091573E1,1.720000000E2
1.783091573E1,1.720000000E2
1.797091573E1,1.720000000E2
1.811091573E1,1.720000000E2
1.825091573E1,1.720000000E2
1.829091573E1,1.720000000E2
1.839050941E1,1.720000000E2
1.845050941E1,1.720000000E2
1.853050941E1,1.720000000E2
1.865050941E1,1.720000000E2
1.869050941E1,1.720000000E2
1.881050941E1,1.720000000E2
1.895050941E1,1.720000000E2
1.909050941E1,1.720000000E2
1.923050941E1,1.720000000E2
1.937050941E1,1.720000000E2
1.951051041E1,1.720000000E2
1.965050941E1,1.720000000E2
1.969050941E1,1.700000000E2
1.979050941E1,1.700000000E2
1.985050941E1,1.700000000E2
1.993050941E1,1.700000000E2
2.007050941E1,1.700000000E2
2.021050941E1,1.700000000E2
2.035050941E1,1.700000000E2
2.049050941E1,1.720000000E2
2.063050941E1,1.720000000E2
2.077050941E1,1.720000000E2
2.091050941E1,1.720000000E2
