"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.728750000E0,3.346083333E0,5.760229167E0,7.416291667E0,9.014458333E0,1.044622917E1
