"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
5.971875000E-1,1.932833333E0,2.927416667E0,3.867416667E0,4.983104167E0,5.892166667E0
