"Event time (s)","Interval (s)"
5.971875000E-1,1.335645833E0
1.932833333E0,9.945833333E-1
2.927416667E0,9.400000000E-1
3.867416667E0,1.115687500E0
4.983104167E0,9.090625000E-1
5.892166667E0,9.959791667E-1
6.888145833E0,9.028958333E-1
7.791041667E0,1.005104167E0
8.796145833E0,1.081166667E0
9.877312500E0,1.110875000E0
1.098818750E1,9.299583333E-1
1.191814583E1,1.341812500E0
1.325995833E1,1.720000000E-1
1.343195833E1,7.388125000E-1
1.417077083E1,0.000000000E0
