"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.275666667E0,1.862854167E0,6.124666667E0,0.000000000E0,0.000000000E0,0.000000000E0
