"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
5.623125000E-1,9.445208333E-1,3.515520833E0,0.000000000E0,0.000000000E0,0.000000000E0
