"Time (s)","Illuminance (lx)"
1.979422511E1,5.740000000E2
1.985422510E1,5.860000000E2
1.989422510E1,5.860000000E2
1.993422511E1,5.860000000E2
2.005422510E1,5.840000000E2
2.009422510E1,5.840000000E2
2.021422610E1,5.840000000E2
2.035422510E1,5.970000000E2
2.049422510E1,5.990000000E2
2.063422511E1,5.990000000E2
2.069422510E1,5.760000000E2
2.077422511E1,5.760000000E2
2.085422510E1,5.880000000E2
2.089422510E1,5.760000000E2
