"Event time (s)","Interval (s)"
8.610833333E-1,1.552291667E0
2.413375000E0,1.273458333E0
3.686833333E0,9.588958333E-1
4.645729167E0,1.006270833E0
5.652000000E0,1.010437500E0
6.662437500E0,1.003104167E0
7.665541667E0,1.018062500E0
8.683604167E0,9.686250000E-1
9.652229167E0,1.007333333E0
1.065956250E1,8.614166667E-1
1.152097917E1,1.373750000E-1
1.165835417E1,8.075625000E-1
1.246591667E1,1.085770833E0
1.355168750E1,0.000000000E0
