"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
8.610833333E-1,2.413375000E0,3.686833333E0,4.645729167E0,5.652000000E0,6.662437500E0
