"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
8.245208333E-1,2.220312500E0,3.535645833E0,4.720395833E0,5.972312500E0,6.997729167E0
