"Event time (s)","Interval (s)"
1.751291667E0,1.333000000E0
3.084291667E0,1.004562500E0
4.088854167E0,9.323958333E-1
5.021250000E0,1.124770833E0
6.146020833E0,9.004166667E-1
7.046437500E0,1.007187500E0
8.053625000E0,8.911458333E-1
8.944770833E0,1.011916667E0
9.956687500E0,1.074395833E0
1.103108333E1,1.122833333E0
1.215391667E1,9.178541667E-1
1.307177083E1,1.351333333E0
1.442310417E1,9.013541667E-1
1.532445833E1,0.000000000E0
