"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.751291667E0,3.084291667E0,4.088854167E0,5.021250000E0,6.146020833E0,7.046437500E0
