"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
6.571458333E-1,1.054666667E0,2.782250000E0,0.000000000E0,0.000000000E0,0.000000000E0
